id,name,did,fid,sid,works_count
T12221,Cybersecurity and Cyber Warfare Studies,D2,F13,S108,50365
T13163,Organizational Learning and Leadership,D2,F16,S141,50363
T13552,Advanced Materials Characterization Techniques,D1,F1,S8,50353
T12030,S100 Proteins and Annexins,D3,F18,S158,50330
T10933,Real-Time Systems Scheduling,D1,F3,S30,50327
T13008,Agricultural Practices and Plant Genetics,D3,F17,S146,50306
T12682,Smart Materials for Construction,D1,F4,S45,50295
T12589,Differential Equations and Boundary Problems,D1,F8,S71,50288
T10922,Magnetic Properties and Synthesis of Ferrites,D1,F5,S46,50253
T13023,Synthesis of Organic Compounds,D4,F22,S185,50216
T12984,Transport and Logistics Innovations,D1,F1,S7,50163
T12520,Psychology of Moral and Emotional Judgment,D3,F19,S173,50078
T11922,Cardiovascular Effects of Exercise,D4,F22,S196,50067
T10944,Turbomachinery Performance and Optimization,D1,F1,S1,50043
T14233,Diverse Topics in Contemporary Research,D2,F13,S112,50043
T11496,Credit Risk and Financial Regulations,D2,F11,S91,50030
T14037,Arabic Language Education Studies,D2,F13,S107,50020
T14192,"Literature, Film, and Journalism Analysis",D2,F12,S93,50019
T14325,Diverse Specialized Academic Research,D2,F11,S89,49959
T10742,Peer-to-Peer Network Technologies,D1,F3,S29,49954
T10812,Human Pose and Action Recognition,D1,F3,S28,49950
T10567,Vehicle Routing Optimization Methods,D1,F1,S7,49944
T12420,Silicone and Siloxane Chemistry,D1,F5,S46,49931
T11486,Micro and Nano Robotics,D1,F2,S20,49870
T12298,Phytochemicals and Medicinal Plants,D4,F22,S197,49851
T10737,Health Literacy and Information Accessibility,D4,F23,S224,49842
T13785,Aquatic and Environmental Studies,D1,F6,S59,49822
T13145,Crime and Detective Fiction Studies,D2,F12,S93,49768
T11172,Dermatologic Treatments and Research,D4,F22,S203,49743
T12026,Explainable Artificial Intelligence (XAI),D1,F3,S25,49721
T12766,Interdisciplinary Research and Collaboration,D2,F14,S126,49713
T13059,"Religion, Ecology, and Ethics",D2,F13,S105,49538
T14428,Coal and Coke Industries Research,D1,F9,S81,49531
T13531,Surface and Thin Film Phenomena,D1,F2,S19,49510
T11094,Face Recognition and Perception,D3,F19,S173,49496
T12081,Aerodynamics and Fluid Dynamics Research,D1,F1,S1,49453
T11818,Nicotinic Acetylcholine Receptors Study,D3,F18,S158,49444
T11338,Advancements in Photolithography Techniques,D1,F1,S2,49435
T11219,Bone Metabolism and Diseases,D3,F18,S158,49424
T11255,Microfluidic and Bio-sensing Technologies,D1,F1,S8,49395
T10690,Vibration Control and Rheological Fluids,D1,F1,S6,49388
T10952,PI3K/AKT/mTOR signaling in cancer,D3,F18,S158,49388
T12350,Particle Dynamics in Fluid Flows,D1,F1,S4,49336
T11863,"Gender, Security, and Conflict",D2,F13,S122,49314
T13285,Local Governance and Development,D2,F13,S119,49274
T11055,Cardiac and Coronary Surgery Techniques,D4,F22,S190,49242
T12976,Magnetic and Electromagnetic Effects,D3,F18,S166,49236
T11480,Connexins and lens biology,D3,F18,S158,49229
T11229,Genetics and Plant Breeding,D3,F17,S146,49225
T12090,Language and cultural evolution,D2,F13,S112,49208
T12441,Porphyrin Metabolism and Disorders,D3,F18,S158,49191
T10879,Robotic Locomotion and Control,D1,F1,S8,49175
T11992,CCD and CMOS Imaging Sensors,D1,F1,S2,49161
T14302,European Politics and Security,D2,F13,S108,49104
T13605,"Homicide, Infanticide, and Child Abuse",D2,F13,S105,49011
T13924,Internet of Things and Social Network Interactions,D1,F3,S29,49009
T11701,Space Satellite Systems and Control,D1,F1,S1,48997
T11763,Intracerebral and Subarachnoid Hemorrhage Research,D4,F22,S172,48958
T11731,Global Health and Surgery,D4,F22,S192,48947
T12475,Plant Parasitism and Resistance,D3,F17,S146,48940
T12304,Radiative Heat Transfer Studies,D1,F1,S3,48922
T12261,Statistical Mechanics and Entropy,D1,F2,S23,48907
T12516,Advanced Mathematical Theories and Applications,D1,F2,S23,48882
T11915,Pickering emulsions and particle stabilization,D1,F5,S46,48870
T13815,Islamic Thought and Society Studies,D2,F12,S96,48853
T11443,Advanced Statistical Process Monitoring,D2,F14,S127,48824
T11539,Survey Methodology and Nonresponse,D2,F13,S105,48775
T13667,French Literature and Criticism,D2,F12,S93,48727
T11439,Video Analysis and Summarization,D1,F3,S28,48715
T11202,Cavitation Phenomena in Pumps,D1,F1,S10,48705
T14070,Knowledge Societies in the 21st Century,D2,F13,S114,48676
T12702,Brain Tumor Detection and Classification,D3,F19,S172,48616
T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,D1,F1,S1,48586
T11408,Advanced Optical Imaging Technologies,D1,F1,S13,48575
T10694,Menopause: Health Impacts and Treatments,D4,F22,S212,48545
T14215,Chemical and Environmental Engineering Research,D1,F3,S26,48535
T13325,Dye analysis and toxicity,D1,F7,S67,48499
T10789,Interactive and Immersive Displays,D1,F3,S34,48478
T12711,Immigration and Intercultural Education,D2,F13,S112,48477
T13155,Digital Communication and Language,D1,F3,S34,48467
T11393,Biosensors and Analytical Detection,D1,F1,S8,48444
T14396,Healthcare Regulation,D4,F23,S232,48428
T12955,Atherosclerosis and Cardiovascular Diseases,D3,F20,S179,48419
T12230,Cardiovascular Issues in Pregnancy,D4,F22,S196,48391
T10454,Optimal Power Flow Distribution,D1,F1,S2,48352
T11104,"Memory, Trauma, and Commemoration",D2,F15,S132,48352
T11819,Data-Driven Disease Surveillance,D4,F22,S193,48350
T11596,Constraint Satisfaction and Optimization,D1,F3,S29,48309
T13289,Infant Health and Development,D4,F23,S226,48306
T12947,"Health, psychology, and well-being",D4,F23,S224,48227
T11005,Radiation Effects in Electronics,D1,F1,S2,48224
T11572,Information Technology Governance and Strategy,D2,F16,S139,48215
T12544,Working Capital and Financial Performance,D2,F16,S138,48197
T12848,Psychological Testing and Assessment,D2,F15,S136,48193
T13808,Construction Engineering and Safety,D1,F1,S6,48172
T12776,Electrohydrodynamics and Fluid Dynamics,D1,F1,S2,48166
T13951,Fluid dynamics and aerodynamics studies,D1,F1,S3,48137
T13277,"Media, Religion, Digital Communication",D2,F12,S92,48126
T10470,Usability and User Interface Design,D1,F3,S34,48042
T12494,Alcoholism and Thiamine Deficiency,D4,F22,S172,48038
T11335,Prion Diseases and Protein Misfolding,D3,F18,S158,48028
T12274,Electrostatics and Colloid Interactions,D1,F7,S62,48028
T12366,"Philosophy, Ethics, and Existentialism",D2,F12,S92,48027
T12603,NMR spectroscopy and applications,D1,F2,S17,48025
T10573,Power Quality and Harmonics,D1,F1,S2,48021
T11383,Advanced Antenna and Metasurface Technologies,D1,F1,S1,47982
T11023,Prosthetics and Rehabilitation Robotics,D1,F1,S8,47969
T11402,Vascular Malformations Diagnosis and Treatment,D4,F22,S172,47955
T14079,Mathematics Education and Programs,D1,F8,S72,47947
T11318,Phytoestrogen effects and research,D4,F22,S205,47867
T12228,Coordination Chemistry and Organometallics,D1,F7,S63,47867
T12733,Vector-Borne Animal Diseases,D3,F17,S148,47867
T11268,Light effects on plants,D3,F17,S146,47840
T10886,Multiferroics and related materials,D1,F5,S52,47799
T13375,Integrated Water Resources Management,D1,F4,S43,47784
T12215,Phytochemical Studies and Bioactivities,D3,F18,S158,47711
T10827,Patient-Provider Communication in Healthcare,D4,F23,S224,47700
T10719,3D Shape Modeling and Analysis,D1,F1,S3,47692
T11426,Genetically Modified Organisms Research,D3,F17,S146,47684
T12690,Cross-Border Cooperation and Integration,D2,F13,S108,47683
T11557,Lubricants and Their Additives,D1,F1,S5,47671
T11352,Masonry and Concrete Structural Analysis,D1,F1,S6,47664
T11722,Patient Satisfaction in Healthcare,D4,F23,S224,47663
T13599,Architecture and Cultural Influences,D2,F12,S101,47660
T13074,Global Financial Regulation and Crises,D2,F11,S91,47635
T13206,Neonatal skin health care,D4,F23,S230,47623
T11828,Corneal Surgery and Treatments,D4,F22,S198,47609
T11638,Cardiac tumors and thrombi,D4,F22,S196,47564
T13900,Contemporary and Historical Greek Studies,D2,F13,S105,47526
T10864,Fluid Dynamics and Mixing,D1,F1,S8,47517
T13278,Economic and Business Development Strategies,D2,F11,S89,47478
T11545,Advanced Banach Space Theory,D1,F8,S73,47417
T13016,Innovative Educational Technologies,D1,F3,S26,47395
T12919,Blood disorders and treatments,D3,F18,S159,47389
T14432,Freedom of Expression and Defamation,D2,F13,S110,47385
T14160,Water management and technologies,D3,F17,S148,47382
T11933,Mining and Resource Management,D1,F1,S12,47364
T13065,Mining Techniques and Economics,D1,F1,S9,47341
T12950,Educational Environments and Student Outcomes,D2,F13,S107,47311
T14408,Coastal Management and Development,D1,F4,S37,47299
T11142,Advanced Glycation End Products research,D3,F18,S162,47294
T12749,"Race, Genetics, and Society",D3,F18,S159,47287
T11837,Iron and Steelmaking Processes,D1,F1,S5,47279
T11150,Endoplasmic Reticulum Stress and Disease,D3,F18,S160,47260
T11758,Organic and Molecular Conductors Research,D1,F5,S52,47250
T13228,Socioeconomic Development in Asia,D2,F13,S105,47250
T13752,Mechanics and Biomechanics Studies,D1,F1,S8,47248
T11411,Tea Polyphenols and Effects,D4,F22,S205,47220
T14497,Social Issues and Policies in Latin America,D2,F13,S110,47218
T13217,Pigment Synthesis and Properties,D1,F7,S66,47170
T11238,Simulation-Based Education in Healthcare,D4,F22,S166,47168
T11939,Public-Private Partnership Projects,D2,F16,S137,47168
T11917,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",D4,F22,S159,47160
T12411,Shoulder and Clavicle Injuries,D4,F22,S193,47158
T11553,Acne and Rosacea Treatments and Effects,D4,F22,S203,47157
T11690,Advanced battery technologies research,D1,F1,S2,47096
T10865,Shape Memory Alloy Transformations,D1,F5,S46,46918
T11705,Gambling Behavior and Treatments,D2,F15,S130,46850
T12205,Time Series Analysis and Forecasting,D1,F3,S32,46840
T12362,Tribology and Wear Analysis,D1,F1,S10,46810
T12873,"Nutrition, Health and Food Behavior",D4,F24,S235,46756
T12677,Sports Dynamics and Biomechanics,D1,F1,S8,46753
T12443,Delphi Technique in Research,D2,F13,S105,46744
T11918,Forecasting Techniques and Applications,D2,F14,S128,46721
T12969,Economic and Social Development,D2,F13,S105,46719
T11040,Personality Traits and Psychology,D2,F15,S130,46683
T10800,Forensic Toxicology and Drug Analysis,D3,F21,S186,46673
T13955,Evaluation Methods in Various Fields,D1,F4,S36,46673
T14391,"Forest, Soil, and Plant Ecology in China",D2,F13,S107,46648
T11031,Game Theory and Applications,D2,F14,S128,46643
T11861,Thermal Regulation in Medicine,D4,F22,S222,46628
T10970,Team Dynamics and Performance,D2,F15,S132,46597
T10891,Radar Systems and Signal Processing,D1,F1,S1,46564
T10920,Advanced Drug Delivery Systems,D3,F21,S184,46557
T11298,Synthesis and Properties of Aromatic Compounds,D1,F7,S63,46532
T14064,Organizational and Employee Performance,D1,F3,S25,46523
T12530,Bioactive Natural Diterpenoids Research,D3,F18,S158,46506
T11204,Ion Channels and Receptors,D3,F19,S176,46494
T12777,"Philosophy, History, and Historiography",D2,F12,S97,46415
T14300,Legal and Social Philosophy,D2,F13,S105,46413
T10798,Crystallography and molecular interactions,D1,F7,S62,46407
T11046,Geotechnical Engineering and Analysis,D1,F1,S11,46366
T11307,Domain Adaptation and Few-Shot Learning,D1,F3,S25,46357
T12949,South Asian Studies and Diaspora,D2,F12,S92,46351
T12369,Pneumocystis jirovecii pneumonia detection and treatment,D4,F22,S193,46305
T13931,Philosophy and Historical Thought,D2,F12,S92,46294
T10918,Memory Processes and Influences,D3,F19,S173,46277
T13769,Fusion and Plasma Physics Studies,D1,F2,S23,46265
T13078,Political and Social Dynamics in Chile and Latin America,D2,F13,S105,46253
T12196,Community Health and Development,D4,F23,S224,46219
T11991,Soft tissue tumor case studies,D4,F22,S211,46185
T11373,Sleep and Work-Related Fatigue,D2,F15,S133,46181
T11847,Recycled Aggregate Concrete Performance,D1,F1,S12,46138
T13213,Mechanical Failure Analysis and Simulation,D1,F1,S5,46132
T11812,Nasal Surgery and Airway Studies,D4,F22,S190,46111
T12276,Risk Management in Financial Firms,D2,F16,S138,46089
T12558,Wittgensteinian philosophy and applications,D2,F12,S92,46084
T13084,Education during COVID-19 pandemic,D2,F13,S107,46028
T11476,Graph theory and applications,D1,F8,S69,46027
T11571,Sarcoidosis and Beryllium Toxicity Research,D4,F22,S166,45947
T12974,Modernist Literature and Criticism,D2,F12,S93,45930
T11191,Mathematical functions and polynomials,D1,F8,S71,45926
T11724,Inflammatory Myopathies and Dermatomyositis,D4,F22,S193,45837
T11014,Regional Economics and Spatial Analysis,D2,F11,S89,45834
T12015,Photoacoustic and Ultrasonic Imaging,D1,F1,S8,45832
T12953,Critical Realism in Sociology,D2,F13,S105,45813
T12402,Travel-related health issues,D4,F22,S192,45792
T12656,"Climate Change, Adaptation, Migration",D2,F13,S105,45769
T12599,Retinal and Optic Conditions,D4,F22,S206,45756
T11860,"HIV, Drug Use, Sexual Risk",D4,F22,S193,45742
T13498,Economic Development and Digital Transformation,D2,F11,S90,45738
T13972,Business Law and Ethics,D2,F16,S138,45730
T12260,Educational Technology and Pedagogy,D1,F3,S25,45724
T14117,Integrated Circuits and Semiconductor Failure Analysis,D1,F1,S2,45720
T13869,Ocular and Laser Science Research,D4,F22,S206,45712
T11087,Solidification and crystal growth phenomena,D1,F5,S46,45692
T11953,"Neuroethics, Human Enhancement, Biomedical Innovations",D3,F19,S173,45676
T13321,"Radio, Podcasts, and Digital Media",D2,F13,S118,45642
T13173,Gender Studies in Language,D2,F13,S122,45623
T12936,"Conflict, Peace, and Violence in Colombia",D2,F13,S105,45619
T10951,Cryptographic Implementations and Security,D1,F3,S25,45602
T11573,Risk Perception and Management,D2,F13,S105,45593
T14034,Musicians’ Health and Performance,D4,F22,S214,45583
T13601,Urban Transport Systems Analysis,D1,F1,S6,45568
T12296,Autopsy Techniques and Outcomes,D4,F22,S198,45479
T11604,Ship Hydrodynamics and Maneuverability,D1,F1,S4,45472
T10899,Advanced Operator Algebra Research,D1,F8,S73,45432
T10859,Polymer Surface Interaction Studies,D1,F5,S48,45417
T11900,Fungal Plant Pathogen Control,D3,F17,S148,45396
T11102,HVDC Systems and Fault Protection,D1,F1,S2,45392
T11969,Fluoride Effects and Removal,D1,F4,S43,45369
T11760,Plant responses to elevated CO2,D3,F17,S146,45358
T12057,Consumer Attitudes and Food Labeling,D4,F22,S192,45357
T11844,Lipid metabolism and biosynthesis,D3,F18,S165,45350
T12240,Nanomaterials for catalytic reactions,D1,F7,S63,45347
T10741,Video Coding and Compression Technologies,D1,F3,S32,45339
T13897,Historical Economic and Legal Thought,D2,F13,S108,45308
T13730,"Martial Arts: Techniques, Psychology, and Education",D2,F13,S124,45304
T12790,Nursing Diagnosis and Documentation,D4,F24,S236,45289
T11231,Microbial Fuel Cells and Bioremediation,D1,F4,S38,45286
T12109,"Race, Identity, and Education in Brazil",D2,F13,S105,45258
T11524,Advanced Aircraft Design and Technologies,D1,F4,S40,45254
T12472,Plant responses to water stress,D3,F17,S146,45247
T11647,Workplace Violence and Bullying,D2,F13,S105,45243
T12145,Dental Anxiety and Anesthesia Techniques,D4,F25,S240,45205
T11240,Luminescence and Fluorescent Materials,D1,F5,S46,45195
T11885,MRI in cancer diagnosis,D4,F22,S198,45149
T11887,Quasicrystal Structures and Properties,D1,F5,S46,45147
T13795,"Language, Communication, and Linguistic Studies",D2,F13,S118,45131
T12463,Amoebic Infections and Treatments,D4,F22,S195,45100
T12163,Aerosol Filtration and Electrostatic Precipitation,D1,F1,S2,45082
T14237,Historical and Political Studies,D2,F13,S108,45075
T14458,Education and Work Dynamics,D2,F13,S114,45010
T12538,Eosinophilic Esophagitis,D4,F22,S190,45006
T11019,Image Enhancement Techniques,D1,F3,S28,44997
T12096,Ectopic Pregnancy Diagnosis and Management,D4,F22,S192,44994
T10239,Urban Planning and Governance,D2,F13,S111,44978
T14452,Mexican Socioeconomic and Environmental Dynamics,D1,F4,S37,44978
T14071,Healthcare during COVID-19 Pandemic,D1,F3,S26,44963
T12052,Polish socio-economic development,D2,F11,S89,44956
T12083,Karst Systems and Hydrogeology,D1,F6,S59,44936
T11582,Nanopore and Nanochannel Transport Studies,D1,F1,S8,44899
T11616,Autoimmune and Inflammatory Disorders Research,D4,F22,S216,44872
T11602,Magnetic Bearings and Levitation Dynamics,D1,F1,S9,44866
T12204,African Education and Politics,D2,F13,S107,44859
T12902,Public Policy and Governance,D2,F13,S108,44850
T13151,Business Strategies and Innovation,D2,F16,S137,44829
T11735,Peripheral Neuropathies and Disorders,D4,F22,S172,44818
T13069,Cocoa and Sweet Potato Agronomy,D3,F17,S156,44816
T12735,Blood donation and transfusion practices,D2,F16,S140,44810
T11200,Electrodeposition and Electroless Coatings,D1,F1,S2,44800
T11980,Human Mobility and Location-Based Analysis,D2,F13,S113,44756
T11419,Supramolecular Self-Assembly in Materials,D1,F5,S47,44713
T13689,Underground infrastructure and sustainability,D1,F1,S12,44699
T13910,Computational and Text Analysis Methods,D2,F13,S109,44693
T13083,Advanced Text Analysis Techniques,D1,F3,S25,44671
T11082,Spacecraft Dynamics and Control,D1,F1,S1,44602
T13490,Aquatic Ecosystems and Biodiversity,D1,F4,S42,44599
T11025,Nonlinear Optical Materials Research,D1,F5,S52,44590
T10504,Sensorless Control of Electric Motors,D1,F1,S2,44584
T14510,Medical Imaging and Analysis,D1,F1,S8,44545
T11390,Seaweed-derived Bioactive Compounds,D3,F17,S149,44515
T12583,Food Waste Reduction and Sustainability,D3,F17,S151,44490
T13131,Collaborative Teaching and Inclusion,D2,F13,S107,44472
T12870,Seedling growth and survival studies,D1,F4,S41,44466
T11977,Technology Use by Older Adults,D2,F13,S114,44403
T13355,Marketing and Advertising Strategies,D2,F16,S142,44342
